ID externe,ID,Référence interne,Nom,Quantité en stock,Catégorie de produits/Nom,Fournisseurs,Prix d'achat,Prix de vente
__export__.product_template_20635_7825d332,20635,DRYSNACK05,APERITIF MIX  MEXICAIN NAJA - 230G MELANGE APERITIF MEXICAIN NAJA -230G,2.00,Dry Goods,ESPRIT GOURMAND,3.47,6.64
__export__.product_template_20641_b3b1a530,20641,DRYSNACK03,APERITIF MIX GOA NAJA - 150G MELANGE APERIF GOA NAJA - 150G,13.00,Dry Goods,ESPRIT GOURMAND,5.08,9.19
__export__.product_template_25728_687414ec,25728,ALC193,APEROL - 1L APEROL - 1L,0.00,Alcohol & Spirits,METRO,12.91,25.68
__export__.product_template_28209_06e62d37,28209,,APEROL 70 CL,0.00,All,CARREFOUR,10.00,15.00
__export__.product_template_27394_b050a6f4,27394,DAI329,APPENZELLER CHEESE - KG FROMAGE APPENZELLER - KG,0.00,Eggs & Dairy,LA GRANDE CREMERIE,24.31,46.19
__export__.product_template_19641_5be64df7,19641,ITALIA054,APPLE CIDER VINEGAR CUBICA ORGANIC VINAIGRE DE POMME CUBICA BIO - 250M,0.00,Oils & Vinegars,GIUSEPPE GIUSTI,2.95,6.54
__export__.product_template_19640_ff891882,19640,ITALIA111,"APPLE CIDER VINEGAR WITH THE MOTHER VINAIGRE DE CIDRE AVEC ""MERE""-250ML",0.00,Oils & Vinegars,GIUSEPPE GIUSTI,2.95,5.59
__export__.product_template_28120_4780346d,28120,ZITROMAC08,APPLE DEHYDRATED - POMME SECHEE,9.00,All,ZITROMAC,8.00,15.20
__export__.product_template_21735_cb86a1a6,21735,FRT104,APPLE FUJI - KG POMME FUJI - KG,0.00,Fruit,LES HALLES TROTTEMANT,3.85,8.38
__export__.product_template_21736_37375fe4,21736,FRT105,APPLE GOLDEN - KG POMME GOLDEN - KG,0.00,Fruit,LES HALLES TROTTEMANT,2.21,4.20
__export__.product_template_21696_33df5328,21696,FRT000,APPLE GRANNY SMITH - KG POMME GRANNY SMITH - KG,0.00,Fruit,LES HALLES TROTTEMANT,3.34,6.35
__export__.product_template_26355_f10b2f2f,26355,JUS0052,APPLE JUICE 20CLX6 / JUS DE POMME 20CLX6,0.00,Drinks,,0.00,5.78
__export__.product_template_20303_b6ebc151,20303,ALAINJUS027,APPLE JUICE ALAIN MILLIAT - 1L JUS DE POMME ALAIN MILLIAT - 1L,45.00,Drinks,ALAIN MILLIAT,2.79,9.90
__export__.product_template_20320_43c99cd6,20320,ALAINJUS011,APPLE JUICE ALAIN MILLIAT - 33CL JUS DE POMME REINETTE ALAIN MILLIAT - 33CL,52.00,Drinks,ALAIN MILLIAT,1.99,4.99
__export__.product_template_28479_f5b979f7,28479,,APPLE JUICE ANDROS 1L,0.00,All,,0.00,5.11
__export__.product_template_20993_1baf8438,20993,JUS0039,APPLE JUICE GILBERT X 1L JUS DE POMME GILBERT X 1L,0.00,Drinks,METRO,1.11,5.20
__export__.product_template_22618_4a6ada5d,22618,JUS0048,APPLE JUICE JOCKER - 1L JUS DE POMME JOCKER - 1L,0.00,Drinks,METRO,1.49,2.56
__export__.product_template_21334_971fde46,21334,BIO035,APPLE JUICE ORGANIC JUS DE POMME BIO,0.00,Drinks,NATURALIA,4.20,4.47
__export__.product_template_23438_a468440e,23438,JUS0002,APPLE JUICE TROPICANA - 1L JUS DE POMME PRESSEES TROPICANA - 1L,0.00,Drinks,METRO,2.22,5.58
__export__.product_template_21737_64db9872,21737,FRT106,APPLE NASHI - KG POMME NASHI - KG,0.00,Fruit,LES HALLES TROTTEMANT,0.00,8.72
__export__.product_template_23064_cd5394be,23064,FRT062,APPLE PINK LADY - KG POMME PINK LADY - KG,0.00,Fruit,LES HALLES TROTTEMANT,3.80,9.75
__export__.product_template_21754_a0275cce,21754,FRT011,APPLE RED DELICIOUS - KG POMME RED DELICIOUS - KG,0.00,Fruit,LES HALLES TROTTEMANT,3.60,6.84
__export__.product_template_21697_1c06066f,21697,FRT001,APPLE RED ROYAL GALA - KG POMME ROUGE ROYAL GALA - KG,0.00,Fruit,LES HALLES TROTTEMANT,2.92,5.55
__export__.product_template_21880_d5814879,21880,DRYFRUIT17,APPLE RINGS DRIED - 80G POMME SECHE TRANCHEE RONDELLE - 80G,0.00,Dry Goods,ESPRIT GOURMAND,2.55,4.12
__export__.product_template_20908_d1caacfe,20908,WOOD001,APPLE WOOD CHIPS - 700GR BOIS FUMAGE POMME - 700GR,0.00,Non Food / Hygiene,MATHON,8.06,16.12
__export__.product_template_24851_3c5ba38b,24851,THFR31,APRICOT CUMIN CHUTNEY BELBERRY - 130G CHUTNEY ABRICOT CUMIN BELBERRY - 130G,0.00,Dry Goods,GPW,2.75,5.59
__export__.product_template_21745_400612eb,21745,FRT002,APRICOT EXT AAA - KG ABRICOT - IMPORT - KG,0.00,Fruit,LES HALLES TROTTEMANT,5.25,16.72
__export__.product_template_20739_9d30cca4,20739,PASTRY088,APRICOT GLAZE MARGUERITE - 1KG ROYAL NAPPAGE ABRICOT - 1KG,0.00,Bakery Goods,METRO,7.43,11.18
__export__.product_template_20293_05b11dac,20293,ALAINJAM015,APRICOT JAM ALAIN MILLIAT - 680G CONFITURE ABRICOT ALAIN MILLIAT - 680G,13.00,Condiments & Spreads,ALAIN MILLIAT,5.50,14.22
__export__.product_template_20300_b4f7385d,20300,ALAINJAM008,APRICOT JAM ORGANIC ALAIN MILLIAT - 300G CONFITURE ABRICOT BIO ALAIN MILLIAT - 300G,15.00,Condiments & Spreads,ALAIN MILLIAT,3.99,7.99
__export__.product_template_20319_2c0130ef,20319,ALAINJUS001,APRICOT NECTAR ALAIN MILLIAT - 33CL NECTAR ABRICOT ALAIN MILLIAT - 33CL,35.00,Drinks,ALAIN MILLIAT,1.99,4.50
__export__.product_template_20449_e809b9ef,20449,,APRICOT PUREE PONTHIER -1KG PUREE D'ABRICOT PONTHIER - 1KG,0.00,Fruit,CHARLES MARTIN,6.81,12.90
__export__.product_template_20588_02d05193,20588,ICE0008,APRICOT SORBET - 750ML SORBET ABRICOT - 750ML,0.00,Frozen,LA COMPAGNIE DES DESSERTS,4.51,8.53
__export__.product_template_21437_1f5cfcc1,21437,ENT0036,APRON BLACK - 100CM TABLIER NOIR - 100CM,0.00,Non Food / Hygiene,METRO,5.29,7.96
__export__.product_template_19591_a9556cee,19591,ITALIA055,ARBORIO RICE - 1KG ARBORIO RIZ - 1KG,0.00,Dry Goods,LA CAMBUSE,5.35,10.70
__export__.product_template_28193_4de35437,28193,,ARCHERS COUNTY PEACH SCHNAPPS - 70 - CL 18°,0.00,All,TOPDRINKS,21.00,31.50
__export__.product_template_20097_15b5de10,20097,OIL021,ARGAN VIRGIN OIL 100% FRUIT 250ML HUILE VIERGE D'ARGAN 100% FRUIT 25C,0.00,Oils & Vinegars,HUILERIE BEAUJOLAISE,12.38,21.18
__export__.product_template_28285_46697eac,28285,,ARGENT,0.00,All,,0.00,1.00
__export__.product_template_25803_240833bf,25803,,ARIEL FRAICH INTENSIVE 500ML,0.00,All,,0.00,8.95
__export__.product_template_20964_1a7acc7e,20964,ALC035,ARMAGNAC DELAITRE 10 ANS - 70CL ARMAGNAC DELAITRE - 70CL,0.00,Alcohol & Spirits,METRO,12.50,41.32
__export__.product_template_28272_898957ac,28272,,ARNOTTS TIM TAM ORIGINAL UK,0.00,All,,0.00,0.00
__export__.product_template_28273_11f9d99c,28273,SWT087,ARNOTTS TIM TAM ORIGINAL UK - PQT,0.00,All,,0.00,7.00
__export__.product_template_21958_a3e1f6fa,21958,SC0100,AROMATES TUBE KNORR AROMATES TUBES KNORR,0.00,Dry Goods,METRO,1.88,3.03
__export__.product_template_24933_75c473ad,24933,,AROY D COCONUT MILK 400ML AROY D LAIT DE COCO 400ML,0.00,All,,0.00,4.93
__export__.product_template_28390_bf6eaf32,28390,,ARRETE DE POISSON,0.00,All,,0.00,1.00
__export__.product_template_20659_7a6f05c5,20659,FROGGY009,ARROWROOT POWDER - 250GR ARROW-ROOT POUDRE - 250GR,0.00,Dry Goods,CARREFOUR,2.23,0.00
__export__.product_template_22113_790fe6a5,22113,VEG004,ARTICHOKE CAMUS - KG ARTICHAUT GROS BRETON - KG,0.00,Vegetables,LES HALLES TROTTEMANT,4.55,9.52
__export__.product_template_22678_42b1e9b4,22678,SC0061,ARTICHOKE HEART 5/7 - CANS COEUR ARTICHAUD 5/7 - BOITES,0.00,Dry Goods,LA CAMBUSE,1.89,3.60
__export__.product_template_22114_b26c619b,22114,VEG005,ARTICHOKE PURPLE - BUNCH ARTICHAUT POIVRADE - BOTTE,0.00,Vegetables,LES HALLES TROTTEMANT,4.41,13.87
__export__.product_template_27250_ba5f3367,27250,ITALIA162,ARTICHOKE-314ML ARTICHAUT-314ML,24.00,Dry Goods,GASTRONOMIE ITALIANE,5.75,5.75
__export__.product_template_22706_1b1e7f3b,22706,SC76,ARTICHOKES CANS 4/4 ARTIMOR BOITES D'ARTICHAUTS 4/4 ARTIMOR,0.00,Dry Goods,METRO,6.09,10.43
__export__.product_template_20779_793e9a86,20779,ITALIA043,"ARTICHOKES GRILLED ""TERRE BORMANO"" 330G ARTICHAUTS GRILLES ""TERRE BORMANO"" 330G",8.00,Dry Goods,TERRE BORMANE,8.90,13.18
__export__.product_template_22038_10065041,22038,,ARTISANAL LINCOLNSHIRE SAUSAGE -SAUCISSE LINCOLNSHIRE,0.00,Meat,BRITSH  SMITHS,13.00,25.50
__export__.product_template_23303_77b15668,23303,SWT0135,ARTISANAL NOUGAT - 250GR NOUGAT ARTISANAL - 250GR,0.00,Dry Goods,ESPRIT GOURMAND,8.95,11.90
__export__.product_template_20411_8168b51e,20411,EPI0092,AS CREAM - 300G AS CREAM - 300G,0.00,Dry Goods,SORIPA GASTRONOMIE,16.33,23.17
__export__.product_template_25970_c025bc82,25970,,ASAFOETIDA,0.00,All,,0.00,8.50
__export__.product_template_19458_50b670f0,19458,SOSA46500020,ASCORBIC ACID HOME CHEF - 1KG ACIDE ASCORBIQUE HOME CHEF - 1KG,0.00,Sosa,SOSA,24.61,93.22
__export__.product_template_21869_5e96a1f4,21869,BIO019,ASHWAGANDA POWDER - 150G ASHWAGANDA POUDRE - 150G,0.00,Special Diet,IHERB,8.52,0.00
__export__.product_template_21651_f594a876,21651,ASI0037,ASIAN NOODLES WHOLEWHEAT VERMICELLE COMPLET ,0.00,Asian Products,ASIA FRERES,1.35,5.50
__export__.product_template_22116_11c3a432,22116,VEG007,"ASPARAGUS GREEN  -22- BUNCH
ASPERGE VERTE  -22- BOTTE",0.00,Vegetables,LES HALLES TROTTEMANT,8.99,17.84
__export__.product_template_22115_3e9f6dd8,22115,VEG006,"ASPARAGUS GREEN - 16-BUNCH
ASPERGE VERTE -16- BOTTE",0.00,Vegetables,LES HALLES TROTTEMANT,7.50,24.59
__export__.product_template_21843_386e242a,21843,VEGMIN001,ASPARAGUS MINI GREEN - PUNNET ASPERGE MINI VERTES - BQT,0.00,Vegetables,LES HALLES TROTTEMANT,8.99,39.90
__export__.product_template_22117_4e468123,22117,VEG008,ASPARAGUS WHITE +22 - BUNCH ASPERGE BLANCHE +22 - BOTTE,0.00,Vegetables,LES HALLES TROTTEMANT,14.50,33.90
__export__.product_template_22118_df6ba6e9,22118,VEG009,ASPARAGUS WILD - BUNCH ASPERGE DES BOIS SAUVAGE - BOTTE,0.00,Vegetables,LES HALLES TROTTEMANT,9.20,17.48
__export__.product_template_28581_c7a7b875,28581,,ASPERGES VIOLETS / BLANCHES KG - ASPARAGUS    ,0.00,All,METRO,15.98,31.96
__export__.product_template_28008_23bca722,28008,,ASPIRINE UPSA 1000MG ,0.00,All,,0.00,6.99
__export__.product_template_27407_d7e2e23a,27407,KEREX023,ASSEMBLAGE CINQ BAIES 60 G - FIVE PEPPERCONS BLEND 60 G,12.00,All,KEREX (TERRE EXOTIQUE),0.00,7.20
__export__.product_template_27408_e68305df,27408,KEREX025,ASSEMBLAGE CINQ EPICES 60G - FIVE SPICE BLEND 60 G,12.00,All,KEREX (TERRE EXOTIQUE),3.50,6.90
__export__.product_template_27412_0fa1c222,27412,KEREX030,ASSEMBLAGE FAJITAS 55G - FAJITAS BLEND 55G,11.00,All,KEREX (TERRE EXOTIQUE),3.60,6.90
__export__.product_template_27413_006fab51,27413,KEREX031,ASSEMBLAGE GRAVLAX AU TIMUR 70G - GRAVLAX SPICE BLEND 70G,6.00,All,KEREX (TERRE EXOTIQUE),3.90,7.55
__export__.product_template_27410_431159c9,27410,KEREX028,ASSEMBLAGE SATAY 70G - SATAY SPICE BLEND,11.00,All,KEREX (TERRE EXOTIQUE),4.00,7.80
__export__.product_template_27480_28547256,27480,KEREX122,ASSEMBLAGE TEX-MEX 60G - TEX-MEX SPICE BLEND 60G,11.00,All,KEREX (TERRE EXOTIQUE),3.10,6.20
__export__.product_template_27411_051fe081,27411,KEREX029,ASSEMBLAGE ZATHAR 10G - ZATHAR SEASONING BLEND 70 G,17.00,All,KEREX (TERRE EXOTIQUE),3.30,6.50
__export__.product_template_20070_2b8c6c41,20070,TASTY012,"ASSORTED CARAMELS ""SOPHIE M"" - 200GR ASSORTIMENT CARAMELS ""SOPHIE M"" - 200GR",0.00,All,TASTY FRANCE,5.95,10.92
__export__.product_template_28339_51990e87,28339,SWT104,ASSORTIMENT TABLETTES CHOCOLAT,0.00,All,,0.00,3.20
__export__.product_template_27979_7a8fe127,27979,,ASSORTMENT LUXURY CHOCOLATES VALRHONA DARK - 250G  ASSORTIMENT DES CHOCOLATS NOIRS VALRHONA - 250G ,0.00,All,,0.00,35.99
__export__.product_template_22476_f48a20b0,22476,,ATLANTIC N/E HADDOCK – HADDOCK ATLANTIQUE N/EST,0.00,Fish & Seafood,DELOYE MARREE,22.80,0.00
__export__.product_template_21865_3303f7a6,21865,TEX0138,ATORA SUET - 200GR ATORA SUET - 200GR,0.00,Dry Goods,BRITSH  SMITHS,3.95,6.02
__export__.product_template_22120_d14ccfc2,22120,VEG011,AUBERGINE LONG JAPANESE/THAI - KG AUBERGINE LONGUE - KG,0.00,Vegetables,LES HALLES TROTTEMANT,0.00,0.00
__export__.product_template_22121_3d6c2331,22121,VEG012,AUBERGINE ROUND - KG AUBERGINE RONDE - KG,0.00,Vegetables,LES HALLES TROTTEMANT,2.55,11.88
__export__.product_template_22119_443496d4,22119,VEG010,AUBERGINE/ EGGPLANT - KG AUBERGINE KG,0.00,Vegetables,LES HALLES TROTTEMANT,1.79,3.40
__export__.product_template_23337_9f8100f4,23337,FZCM001,AUBERGINES GRILLES - 1KG AUBERGINES GRILLES - 1KG,0.00,Frozen,METRO,9.99,17.11
__export__.product_template_28283_f68c1f52,28283,GPW037,AVOCADO CHIPS-40GR CHIPS HUILE D'AVOCAT- 40GR,12.00,All,GPW,0.00,2.50
__export__.product_template_21753_9dc6ec5a,21753,FRT010,AVOCADO HASS / AVOCAT HASS - PIECE,0.00,Fruit,LES HALLES TROTTEMANT,2.09,4.00
__export__.product_template_21752_1171ed47,21752,FRT009,AVOCADO LA CANA - PIECE AVOCAT LA CANA - PIECE,0.00,Fruit,LES HALLES TROTTEMANT,0.00,0.00
__export__.product_template_20720_8d5ff4d6,20720,FROGGY011,AVOCADO OIL - 500ML HUILE D'AVOCAT - 500ML,0.00,Dry Goods,HUILERIE BEAUJOLAISE,3.92,8.39
__export__.product_template_28057_e3729121,28057,CHINATA009,AVOCADO OIL -250ML HUILE D'AVOCAT-250ML,12.00,All,LA CHINATA,5.90,11.21
__export__.product_template_27901_73db6ccd,27901,,AVOCADO OIL 250ML - HUILE D'AVOCAT 25CL,0.00,All,CARREFOUR,7.48,22.90
__export__.product_template_24651_1d2833ef,24651,,Acompte,0.00,All,,0.00,1.00
pos_sale.default_downpayment_product_product_template,24644,,Acompte (PdV),0.00,PoS,,0.00,0.00
hr_expense.product_product_no_cost_product_template,7,EXP_GEN,Autres,0.00,Expenses,,0.00,1.00
__export__.product_template_26999_4fe8ab4a,26999,,BABA AU RHUM ITALIE-12 x 100G,0.00,All,METRO,24.60,49.20
__export__.product_template_27475_9e0026f8,27475,KEREX120,BABA RHUM VANILLE 380G - VANILLA RHUM BABA 380G,12.00,All,KEREX (TERRE EXOTIQUE),9.30,15.50
__export__.product_template_21985_52189cee,21985,PASTRY035,BABA SAVARIN STANDARD X 120PC BABA SAVARIN STANDARD X 120PC,0.00,Bakery Goods,METRO,39.05,61.99
__export__.product_template_25747_3d188326,25747,,BABY BEETROOT RED - BUNCH / MINI BETTERAVES ROUGES - BOTTE ,0.00,All,LES HALLES TROTTEMANT,4.54,8.63
__export__.product_template_25746_2d48b526,25746,,BABY BEETROOT YELLOW / MINI BETTERAVES JAUNES,0.00,All,,0.00,30.00
__export__.product_template_25739_0c165ac4,25739,,BABY CARROTS HEIRLOOM MIXED COLOR /  MINI CAROTTES ANCIENNE  MIX COULEUR - BQT,0.00,All,,0.00,6.48
__export__.product_template_25740_1c8792fc,25740,,BABY CARROTS ORANGE / MINI CAROTTE  FANE ORANGE - BQT,0.00,All,,0.00,30.00
__export__.product_template_28646_5b898706,28646,,BABY CHICKEN - COQUELET,0.00,All,,0.00,14.44
__export__.product_template_25738_c993209f,25738,,BABY CORN / MINI MAÏS - BQT,0.00,All,,0.00,6.26
__export__.product_template_25745_2737201e,25745,,BABY EGGPLANT / MINI AUBERGINES - BQT,0.00,All,,0.00,12.18
__export__.product_template_22399_31aa2afc,22399,VEGSLD196,BABY MUSTARD CURLY GREEN - KG POUSSE MOUTARDE FRISEE VERTE - KG,0.00,Vegetables,LES HALLES TROTTEMANT,13.55,25.75
__export__.product_template_22400_05ebed0d,22400,VEGSLD197,BABY MUSTARD CURLY RED - KG POUSSE MOUTARDE FRISEE ROUGE - BQT,0.00,Vegetables,LES HALLES TROTTEMANT,13.55,25.75
__export__.product_template_22398_1672198a,22398,VEGSLD195,BABY MUSTARD RED LEAVES - KG POUSSE MOUTARDE ROUGE PLATE - KG,0.00,Vegetables,LES HALLES TROTTEMANT,5.21,9.90
__export__.product_template_21205_f1cac8f8,21205,FZCM024,BABY OCTOPUS 20/40 VIETNAM - KG BABY OCTOPUS 20/40 VIETNAM - KG,0.00,Frozen,CHARLES MARTIN,12.69,0.00
__export__.product_template_25780_9b2557e8,25780,,BABY POTATOES MIXED / MINI POMMES DE TERRE - MIXTES - KG,0.00,All,,0.00,8.82
__export__.product_template_20818_f77be5b7,20818,VEGASI016,BABY STEMED GINGER - 600GR POUSSE DE GINGEMBRE - 600GR,0.00,Vegetables,ASIA FRERES,13.27,22.65
__export__.product_template_25737_4f1f06b3,25737,,BABY ZUCCHINI / MINI COURGETTES - BQT,0.00,All,,0.00,9.58
__export__.product_template_24575_8bb2168a,24575,ALC049,BACARDI RESERVA OCHO - 70CL BACARDI RESERVA OCHO - 70CL,0.00,Alcohol & Spirits,METRO,24.36,38.58
__export__.product_template_23640_0104e088,23640,,"BACK BACON, SMOKED ""SO-SIJ"" KG BACON ARRIÃˆRE, FUME ""SO-SIJ"" KG",0.00,Meat,SO-SIJ,27.10,39.60
__export__.product_template_23639_15da096a,23639,,"BACK BACON, UNSMOKED ""SO-SIJ"" KG BACON ARRIÃˆRE NATURE, ""SO-SIJ"" KG",0.00,Meat,SO-SIJ,23.60,39.60
__export__.product_template_23727_6bb4a4db,23727,,BACK SPARE RIBS -TRAVERS DE PORC,0.00,Meat,BOUCHERIE AGRICOLE,13.80,22.50
__export__.product_template_23830_55a2c87e,23830,TEX0008,BACON SMOKED/UNSMOKED FROZEN - 400G BACON FUME/NATURE SURGELE - 400GR,34.00,Meat,BRITSH  SMITHS,4.40,9.99
__export__.product_template_28444_f91b4f5a,28444,,BADOIT GLASS BOTTLE 75CLX12 BADOIT FINEMENT PETILLANTE VERRE 75CLX12,0.00,All,,0.00,39.99
__export__.product_template_23418_994a124d,23418,DRK086,BADOIT GREEN - 33CL x 30 BADOIT GREEN 33CL x 30,0.00,Drinks,CARREFOUR,10.08,0.00
__export__.product_template_23462_8dc51eb7,23462,DRK085,BADOIT GREEN -1L X 6 BADOIT VERT - 1L X 6 ,0.00,Drinks,METRO,3.18,6.02
__export__.product_template_21450_8fd7f700,21450,ENT0112,BAG BINS - 50L X 50 SACS POUBELLE 50L X 50,0.00,Non Food / Hygiene,METRO,4.19,7.00
__export__.product_template_21421_24df9885,21421,SAC02,BAG REFRIGIRATION - PC SAC FRAIS - PC,0.00,Non Food / Hygiene,METRO,0.99,1.67
__export__.product_template_24211_2af02e94,24211,PN043,BAGEL BRIOCHE PLAIN X 4X75GR BAGEL MULTI 4X75GR,0.00,Bakery Goods,CARREFOUR,2.14,4.60
__export__.product_template_24225_6da735c3,24225,GLU65,BAGEL GLUTEN FREE - PC BAGEL SANS GLUTEN - PC,0.00,Special Diet,LA COMPAGNIE DES DESSERTS,3.65,0.00
__export__.product_template_21022_b164521d,21022,PN067,BAGEL MULTIGRAIN 115GRX30PC BAGEL MULTIGRAINES 115GRX30GPC,0.00,Frozen,Sasu Pains Et Tradition Sas,0.49,0.95
__export__.product_template_21010_82f9d76b,21010,PN008,"BAGELS MULTIGRAIN X 4PC
BAGEL MULTIGRAIN X 4PC",0.00,Frozen,SURGELES ANTIBES,0.72,6.59
__export__.product_template_21009_3270bc21,21009,PN007,BAGELS PLAIN X 15PC X 100GR BAGEL NATURE X15PC X 100GR,0.00,Frozen,SURGELES ANTIBES,7.50,22.50
__export__.product_template_21012_c550e4e0,21012,PN017,"BAGUETTE ""MULTIGRAIN"" X300GR(22PC) BAGUETTE ""MULTIGRAIN"" X300GR(22PC)",0.00,Frozen,GAMME DES CHEFS,1.85,77.33
__export__.product_template_21023_a1c39271,21023,PN069,"BAGUETTE ""PROVENCALE"" 220GR (22PC) BAGUETTE ""PROVENCALE"" 220GR (22PC)",0.00,Frozen,Sasu Pains Et Tradition Sas,1.36,59.90
__export__.product_template_21013_b99e6088,21013,PN019,"BAGUETTE ""TRADITIONS"" 270GR (22PC) BAGUETTE ""TRADITIONS"" 270GR (22PC)",0.00,Frozen,Sasu Pains Et Tradition Sas,1.36,2.20
__export__.product_template_24971_5ced2d24,24971,PN501,BAGUETTE CUITE 220GRX10 - BAGUETTE COOKED FROZEN 220GX10,0.00,Frozen,,0.00,19.90
__export__.product_template_26880_53d624bd,26880,PN075,BAGUETTE GRAINES,0.00,Bakery Goods,,0.00,4.79
__export__.product_template_28366_b28eba7a,28366,,BAGUETTE HALF BAKED 280GX6 BAGUETTE MI CUIT 280GX6,0.00,All,METRO,4.55,10.50
__export__.product_template_20106_c12c2548,20106,EPI0002,BAHARAT SPICE - 80G EPICE BAHARAT - 80G,0.00,Dry Goods,HUILERIE BEAUJOLAISE,8.09,13.89
__export__.product_template_27422_51d68946,27422,KEREX032,BAIE DE GENIEVRE 40G - JUNIPER BERRY,5.00,All,KEREX (TERRE EXOTIQUE),3.10,6.20
__export__.product_template_20132_7d0560cd,20132,KEREX046,BAIE DE SICHUAN - 30GR BAIE DE SICHUAN - 30GR,0.00,Dry Goods,KEREX (TERRE EXOTIQUE),2.66,5.02
__export__.product_template_24555_90bf3f11,24555,ALC951,BAILEY'S - 70CL BAILEY'S - 70CL,0.00,Alcohol & Spirits,METRO,11.24,22.48
__export__.product_template_22756_23f7312f,22756,TEX0066,BAKED BEANS HEINZ 2/2 - TINS BAKED BEANS HEINZ 2/2 - TINS,0.00,Dry Goods,BRITSH  SMITHS,6.51,3.50
__export__.product_template_26766_ca959de4,26766,SC989,BAKER'S DRY YEAST 5X11G - LEVURE DE BOULANGER 5X11G,14.00,Dry Goods,MOULIN DES MOINES,2.35,3.50
__export__.product_template_22798_c3d5bd42,22798,TEX0160,BAKEROO PUMPKING PIE FILLING 425GR FOURRAGE POUR TARTE AU PUMPKING BAKEROO 425GR,0.00,Dry Goods,BRITSH  SMITHS,4.95,7.49
__export__.product_template_24200_a94728e0,24200,PN026,BAKERY WRAP 15CM X 18PC WRAP BOULANGERIE 15CM X 18PC,0.00,Bakery Goods,METRO,2.39,4.73
__export__.product_template_27377_d85d49ed,27377,PN121,BAKERY WRAP 25CMX15PCS 925G,0.00,Bakery Goods,,0.00,8.80
__export__.product_template_24199_a27ed6e5,24199,PN024,BAKERY WRAPS 25CM X 6 - 380GR TORTILLA MAIS 25CMX6 - 380GR,0.00,Bakery Goods,METRO,1.70,4.73
__export__.product_template_19771_ebeff462,19771,PN029,BAKERY WRAPS 30CM X 18PC WRAPS BOULANGERIE 30CM X 18PC,0.00,Bakery Goods,METRO,5.18,10.24
__export__.product_template_19974_1be6873b,19974,ENT0045,BAKING PAPER ALBAL - 100M PAPIER CUISSON ALBAL - 100M,0.00,Non Food / Hygiene,METRO,22.79,38.50
__export__.product_template_26330_083c3537,26330,ENT0787,BAKING PAPER ALBAL - 8M PAPIER CUISSON ALBAL - 8M,0.00,Non Food / Hygiene,CARREFOUR,0.00,5.06
__export__.product_template_21296_549cf11c,21296,ENT0174,BAKING PAPER SALAMANDRE - 40CM X 60CM X 500 SHEETS PAPIER CUISSON SALAMANDRE - 40CM X 60CM X 500 FEUILLES,0.00,Non Food / Hygiene,METRO,24.99,75.34
__export__.product_template_20854_26a18d3b,20854,PASTRY058,BAKING POWDER ANCEL - 1KG POUDRE A LEVER ANCEL - 1KG,0.00,Bakery Goods,METRO,6.98,8.55
__export__.product_template_22655_4c1bd767,22655,GLU15,BAKING POWDER GLUTEN FREE POUDRE A LEVER SANS GLUTEN,0.00,Special Diet,MOULIN DES MOINES,0.70,1.33
__export__.product_template_23194_876d99d2,23194,BALIK,"BALIK FILT""TSAR NIKOLAJ""+/-450GR KG BALIK FLT ""TSAR NIKOLAJ""+/-450GR KG",0.00,Fine Food Products,COIN,344.00,468.45
__export__.product_template_19647_1a085199,19647,ITALIA128,BALSAMIC CREAM FIG MODENA IGP 150ML CREME BALSAMIQUE FIGUE MODENA IGP,6.00,Oils & Vinegars,CEROMI,4.10,8.29
__export__.product_template_19648_ec2ace05,19648,ITALIA127,BALSAMIC CREAM MODENA IGP - 150ML CREME BALSAMIQUE MODENA IGP 150ML,12.00,Oils & Vinegars,GIUSEPPE GIUSTI,3.40,7.11
__export__.product_template_19645_41f85ac7,19645,ITALIA106,BALSAMIC CREAM RASPBERRY IGP-150ML CREME BALSAMIQUE FRAMBOISE IGP-150M,6.00,Oils & Vinegars,GIUSEPPE GIUSTI,4.10,8.29
__export__.product_template_19646_d5d09bd8,19646,ITALIA072,BALSAMIC CREAM WHITE - 150ML CREME BALSAMIQUE BLANCHE - 150ML,0.00,Oils & Vinegars,GIUSEPPE GIUSTI,3.50,8.29
__export__.product_template_19642_7bd83a09,19642,ITALIA138,BALSAMIC CREAM WITH PORCINI - 150ML CREME BALSAMIQUE AUX CEPES - 150ML,0.00,Oils & Vinegars,GIUSEPPE GIUSTI,3.50,6.64
__export__.product_template_27230_26209d2f,27230,ITALIA154,BALSAMIC CREAM-500ML - CREME BALSAMIQUE-500ML,12.00,Oils & Vinegars,CEROMI,6.45,14.20
__export__.product_template_20423_4f383373,20423,ALG020,BALSAMIC PEARLS  CHRISTINE LETENNIER PERLES BALSAMIQUE  CHRISTINE LETENNIER,23.00,Dry Goods,GLOBEXPLORE,2.95,6.73
__export__.product_template_19650_013fd724,19650,ITALIA121,"BALSAMIC VINEGAR ""IL CALAMAIO DI VITTORIA"" VINAIGRE BALSAMIC ""IL CALAMAIO DI VITTORIA""",0.00,Oils & Vinegars,GIUSEPPE GIUSTI,6.30,14.93
__export__.product_template_19653_f629fc63,19653,ITALIA080,BALSAMIC VINEGAR CUBICA - 250ML VINAIGRE BALSAMIQUE CUBICA 250ML,21.00,Oils & Vinegars,GIUSEPPE GIUSTI,10.50,21.00
